year,verb,gender
2013,listens,male
2013,joins,male
2013,attacks,male
2013,asks,male
2013,dies,male
2013,lays,male
2013,kills,male
2013,begins,male
2013,woos,male
2013,arrives,male
2013,runs,male
2013,dies,male
2013,tells,male
2013,advises,male
2013,moves,male
2013,meets,male
2013,saves,male
2013,comes,male
2013,calls,male
2013,wants,male
2013,kills,male
2013,marries,male
2013,beats,male
2013,argues,male
2013,dies,male
2013,joins,male
2013,fails,male
2013,tracks,male
2013,survives,male
2013,reveals,male
2013,shoots,male
2013,calls,male
2013,takes,male
2013,hopes,male
2013,tells,male
2013,dies,male
2012,goes,male
2012,calls,male
2012,tells,male
2012,brings,male
2012,sets,male
2012,commits,male
2012,calls,male
2012,arranges,male
2012,informs,male
2012,takes,male
2012,loves,male
2012,suggests,male
2012,shoots,male
2012,travels,male
2012,experiences,male
2012,prepares,male
2012,keeps,male
2012,summons,male
2012,arrives,male
2012,joins,male
2012,shoots,male
2012,says,male
2012,develops,male
2012,sends,male
2012,disappears,male
2012,bumps,male
2012,tells,male
2012,makes,male
2012,describes,male
2012,kills,male
2012,manipulates,male
2012,goes,male
2012,loves,male
2012,invites,male
2012,involves,male
2012,enters,male
2012,tortures,male
2012,wants,male
2012,arrives,male
2012,picks,male
2012,arrives,male
2012,defuses,male
2012,begins,male
2012,begins,male
2012,helps,male
2012,joins,male
2012,interferes,male
2012,snatches,male
2012,arrives,male
2012,gets,male
2011,commits,male
2011,dies,male
2011,beats,male
2011,smashes,male
2011,a.k.a.,male
2011,asks,male
2011,reaches,male
2011,gives,male
2011,kidnaps,male
2011,meets,male
2011,invites,male
2011,seeks,male
2011,thinks,male
2011,suspects,male
2011,hates,male
2011,finds,male
2011,tells,male
2011,visits,male
2011,drops,male
2011,reveals,male
2011,angers,male
2011,invites,male
2011,follows,male
2011,uncovers,male
2011,gets,male
2011,elopes,male
2011,poses,male
2011,admits,male
2011,attempts,male
2011,mixes,male
2011,enters,male
2011,invites,male
2011,bails,male
2011,reveals,male
2011,finds,male
2011,goes,male
2011,takes,male
2011,sets,male
2011,accepts,male
2011,realises,male
2011,promises,male
2011,thanks,male
2011,says,male
2011,feels,male
2011,convinces,male
2011,pulls,male
2011,assists,male
2011,picks,male
2011,comes,male
2011,remembers,male
2011,dates,male
2011,suggests,male
2011,annoys,male
2011,drops,male
2011,approaches,male
2011,drops,male
2011,introduces,male
2011,meets,male
2010,meets,male
2010,works,male
2010,works,male
2010,unifies,male
2010,meets,male
2010,gets,male
2010,believes,male
2010,tells,male
2010,gets,male
2010,wants,male
2010,gets,male
2010,leaves,male
2010,works,male
2010,borrows,male
2010,plays,male
2010,comes,male
2010,ends,male
2010,gives,male
2010,proposes,male
2010,finds,male
2010,fails,male
2010,agrees,male
2010,meets,male
2010,discovers,male
2010,knocks,male
2010,appoints,male
2010,appears,male
2010,offers,male
2010,steps,male
2010,refuses,male
2010,rescues,male
2010,says,male
2010,passes,male
2010,attempts,male
2010,calls,male
2010,tells,male
2010,remembers,male
2010,asks,male
2010,cancells,male
2010,visits,male
2010,understands,male
2010,supports,male
2010,enters,male
2010,goes,male
2010,decides,male
2010,calls,male
2010,comes,male
2010,tries,male
2010,invites,male
2010,hangs,male
2010,approaches,male
2010,revolves,male
2010,helps,male
2010,hesitates,male
2010,says,male
2010,starts,male
2009,drowns,male
2009,realizes,male
2009,works,male
2009,gets,male
2009,leads,male
2009,tries,male
2009,gives,male
2009,arrives,male
2009,returns,male
2009,reconciles,male
2009,helps,male
2009,enters,male
2009,gains,male
2009,loses,male
2009,hails,male
2009,decides,male
2009,meets,male
2009,proposes,male
2009,enters,male
2009,starts,male
2009,wants,male
2009,tells,male
2009,lusts,male
2009,arrives,male
2009,decides,male
2009,receives,male
2009,invites,male
2009,brings,male
2009,sees,male
2009,dies,male
2009,lives,male
2009,joins,male
2009,plays,male
2009,meets,male
2009,finds,male
2009,brings,male
2009,reaches,male
2009,reciprocates,male
2009,attracts,male
1986,asks,male
1986,does,male
1986,kills,male
1986,deserves,male
1986,proves,male
1986,leaves,male
1986,lives,male
1986,comes,male
1970,goes,male
1970,kills,male
1986,brings,male
1986,dies,male
1986,adopts,male
1986,arranges,male
1986,takes,male
1986,gets,male
1970,betrays,male
1971,takes,male
1971,receives,male
1986,builds,male
1986,finds,male
1986,loves,male
1986,hurts,male
1986,wants,male
1986,befriends,male
1971,makes,male
1971,falls,male
1971,lives,male
1972,decides,male
1972,returns,male
1972,wakes,male
1972,passes,male
1972,faints,male
1972,returns,male
1971,abducts,male
1971,asks,male
1972,refuses,male
1972,asks,male
1972,relents,male
1972,lives,male
1972,adopts,male
1972,attacks,male
1972,kills,male
1972,dies,male
1972,runs,male
1972,comes,male
1971,kills,male
1971,carries,male
1972,smiles,male
1972,earns,male
1972,passes,male
1972,lives,male
1972,finds,male
1972,comes,male
1972,works,male
1972,accepts,male
1972,meets,male
1972,breaks,male
1972,asks,male
1972,wants,male
1972,asks,male
1972,recognises,male
1972,tries,male
1972,finds,male
1972,grows,male
1972,surajfalls,male
1972,kills,male
1972,saves,male
1972,kills,male
1972,gets,male
1973,starts,male
1973,accuses,male
1973,fights,male
1972,decides,male
1972,lives,male
1972,gets,male
1972,loses,male
1972,joins,male
1973,decides,male
1973,starts,male
1972,recruits,male
1994,lives,male
1994,treats,male
1994,tries,male
1994,hangs,male
1994,opposes,male
1994,pretends,male
1994,pretends,male
1994,treats,male
1994,revisits,male
1994,wants,male
1973,finds,male
1973,finds,male
1994,passes,male
1994,witness,male
1994,decides,male
1994,loves,male
1994,recovers,male
1994,confronts,male
1994,meets,male
1994,learns,male
1994,meets,male
1994,persuades,male
1994,wins,male
1994,comes,male
1994,takes,male
1994,tries,male
1994,thinks,male
1994,finds,male
1994,decides,male
1994,starts,male
1994,breaks,male
1994,sees,male
1994,enters,male
1994,brings,male
1994,finds,male
1994,leaves,male
1994,calls,male
1994,owns,male
1994,marries,male
1994,reveals,male
1994,tells,male
1994,supports,male
1994,meets,male
1995,protects,male
1995,survives,male
1995,takes,male
1995,advocates,male
1995,rushes,male
1995,decides,male
1995,meets,male
1995,forces,male
1995,falls,male
1995,lives,male
1995,wants,male
1995,wants,male
1974,kills,male
1974,saves,male
1995,comes,male
1995,lives,male
1995,convinces,male
1995,consults,male
1995,refuses,male
1995,learns,male
1995,dies,male
1995,takes,male
1995,works,male
1995,arranges,male
1995,gets,male
1974,loses,male
1995,captures,male
1995,captures,male
1995,approaches,male
1995,finds,male
1995,tries,male
1995,meets,male
1975,returns,male
1975,comes,male
1975,agrees,male
1975,tries,male
1975,recognises,male
1975,leads,male
1975,finds,male
1975,signals,male
2012,suspects,male
2012,acts,male
2012,accuses,male
2012,meets,male
2012,thinks,male
2012,unfolds,male
1976,befriends,male
1976,needs,male
2012,falls,male
2012,asks,male
2012,does,male
1976,sends,male
1976,hires,male
1976,returns,male
1976,recites,male
1977,prompts,male
1977,meets,male
1977,asks,male
1977,meets,male
2011,meets,male
2011,calls,male
2011,kills,male
2011,holds,male
2010,tells,male
2010,captures,male
2010,sneaks,male
2010,discovers,male
2010,comes,male
2010,meets,male
2010,shows,male
2010,slips,male
2010,cuts,male
2010,wants,male
2010,appears,male
2010,gives,male
1979,makes,male
2009,meets,male
2009,arrives,male
2009,bajaj,male
2009,works,male
2009,encounters,male
2009,falls,male
2014,comes,male
2014,tutors,male
2014,helps,male
2014,leaves,male
1979,takes,male
1980,starts,male
1980,loves,male
1980,confronts,male
2014,returns,male
2014,gets,male
2014,kills,male
2014,saves,male
2014,meets,male
2014,kills,male
2014,meets,male
1980,decides,male
1980,comes,male
2014,tells,male
2014,traces,male
2014,sees,male
2014,helps,male
2014,finds,male
2014,disappears,male
2014,joins,male
2014,resolves,male
2014,realizes,male
2014,slaps,male
1980,gets,male
2014,alias,male
2014,tells,male
2014,alias,male
2014,confesses,male
2014,mosessuspects,male
2014,tortures,male
2014,finds,male
2014,shows,male
2014,visits,male
2014,hires,male
2014,meets,male
2014,grows,male
1981,realizes,male
1981,ravi,male
1981,investigates,male
2013,calls,male
1981,brings,male
2013,denies,male
1981,wins,male
1981,trades,male
2013,photographs,male
2013,falls,male
2013,pledges,male
2013,forces,male
2013,tells,male
2013,takes,male
1982,urges,male
2013,finds,male
2013,puts,male
2013,suggests,male
1982,provokes,male
2013,expects,male
2013,kidnaps,male
2013,brawls,male
2013,inspires,male
2013,tries,male
2013,hires,male
2013,tells,male
2013,runs,male
2013,shoots,male
2013,kills,male
2013,takes,male
2013,requests,male
2013,gives,male
2013,loves,male
2013,lives,male
2013,arrives,male
2013,advises,male
2013,packs,male
1982,refuses,male
1983,tells,male
1983,tells,male
1983,goes,male
1983,lives,male
1983,suggests,male
1983,kills,male
1983,thinks,male
1983,comes,male
1984,brings,male
1984,gets,male
1984,takes,male
1984,joins,male
1984,arrives,male
1984,gathers,male
1984,sees,male
1984,decides,male
1984,lives,male
1984,begins,male
1985,tells,male
1985,tells,male
1985,loves,male
1985,delivers,male
1985,meets,male
1985,decides,male
1985,takes,male
1985,makes,male
1985,advises,male
1985,lives,male
1985,meets,male
1985,makes,male
1985,returns,male
1985,goes,male
1985,asks,male
1985,uses,male
1985,brings,male
1985,comes,male
1985,finds,male
1985,convinces,male
2017,tries,male
2017,meets,male
2017,gets,male
2017,delivers,male
2017,bails,male
2017,hires,male
2017,tricks,male
2017,gets,male
2017,studies,male
2017,apologises,male
2017,gets,male
2017,shifts,male
2017,agrees,male
2017,finds,male
2017,meets,male
2017,signals,male
2017,blackmails,male
1987,appears,male
1987,beats,male
2017,realises,male
2017,believes,male
2017,wakes,male
2017,discovers,male
2017,kills,male
2017,proceeds,male
2017,asks,male
2017,arrives,male
2017,participates,male
2017,answers,male
1987,kills,male
2017,plays,male
1987,hijacks,male
1987,dismisses,male
1987,rejects,male
1987,dies,male
1988,pretends,male
1988,meets,male
1988,takes,male
1988,takes,male
1988,persuades,male
1988,moves,male
1988,lives,male
1988,tells,male
1988,knows,male
1988,starts,male
1990,marries,male
1990,blames,male
1990,slaps,male
1990,meets,male
1991,realises,male
1991,grows,male
1991,succeeds,male
1991,returns,male
1991,testifies,male
1991,starts,male
1991,does,male
1991,falls,male
1991,steps,male
1991,hires,male
1992,gets,male
1992,rescues,male
1992,sees,male
1992,leaves,male
1992,accepts,male
1992,refuses,male
1992,works,male
1992,reviews,male
1992,narrates,male
1992,molests,male
1992,thinks,male
1992,learns,male
1992,realises,male
1993,disappears,male
1993,grows,male
1993,rushes,male
1993,falls,male
1993,helps,male
1993,tries,male
1993,recruits,male
1993,gets,male
1993,arrests,male
1993,kills,male
1993,bothers,male
1993,goes,male
1993,starts,male
1993,suffers,male
1993,enters,male
1993,brings,male
1993,enters,male
1993,does,male
1993,goes,male
1993,takes,male
1993,takes,male
1993,attempts,male
1993,lives,male
1993,asks,male
1996,writes,male
1996,leaves,male
1996,tells,male
2016,calls,male
2016,detonates,male
2016,lives,male
2016,meets,male
2016,recounts,male
2016,chides,male
2016,extends,male
2016,arrives,male
1996,puts,male
1996,looks,male
1996,asks,male
1996,declines,male
2016,marries,male
2016,accepts,male
2016,realizes,male
2016,shoots,male
2016,returns,male
2016,turns,male
2016,realizes,male
2016,asks,male
2016,begins,male
1996,lives,male
2016,searches,male
2016,comes,male
1996,gets,male
1996,brings,male
2016,says,male
2016,calls,male
2016,kills,male
2016,lives,male
2016,tortures,male
2016,decides,male
2016,sees,male
2016,falls,male
1996,asks,male
2016,declares,male
2016,beats,male
2016,explains,male
2016,advises,male
2016,puts,male
2016,meets,male
2016,accepts,male
2016,leaves,male
2016,lives,male
2016,takes,male
2016,includes,male
2016,arrives,male
2016,angers,male
2016,wears,male
2016,echoes,male
2016,confesses,male
2016,causes,male
1996,holds,male
1996,confronts,male
2016,confronts,male
2016,tells,male
2016,features,male
2016,commits,male
2016,turns,male
2016,heads,male
2016,confronts,male
2016,sends,male
2016,kills,male
2016,asks,male
2016,recognizes,male
2016,goes,male
2016,meets,male
2016,moves,male
2016,starts,male
2016,attempts,male
2016,reaches,male
2016,tells,male
2016,leads,male
2016,plays,male
2016,goes,male
2016,realizes,male
2016,robs,male
2016,lives,male
2016,tells,male
2016,plays,male
2016,saves,male
2016,enters,male
1996,destroys,male
1996,destroys,male
2016,sees,male
2016,attacks,male
1997,finds,male
2016,takes,male
2016,sends,male
2016,wants,male
2016,proposes,male
2016,attacks,male
2016,manages,male
1997,feels,male
1997,starts,male
1997,sacrifices,male
1997,tries,male
1997,recounts,male
1997,kills,male
1997,returns,male
2016,realises,male
2016,hits,male
2016,questions,male
2016,suspects,male
2016,seeks,male
2016,tries,male
2016,takes,male
2016,proposes,male
2016,interrogates,male
2016,interrogates,male
2016,considers,male
1997,kills,male
1997,helps,male
1997,assists,male
1997,meets,male
1997,gets,male
1997,gets,male
1997,teams,male
1997,finds,male
1997,takes,male
1997,gets,male
1997,ends,male
1997,frames,male
1997,assigns,male
1997,frames,male
1998,gets,male
1998,meets,male
1998,enters,male
1998,confronts,male
1998,finds,male
1998,meets,male
1998,discovers,male
1998,plays,male
1998,prefers,male
1998,suggests,male
1998,persuades,male
1998,impersonates,male
1998,persuades,male
1998,finds,male
1998,finds,male
1998,returns,male
1998,decides,male
1998,sees,male
1998,repents,male
1998,confesses,male
1998,decides,male
1998,comes,male
1998,abducts,male
1998,hunts,male
1998,assassinates,male
1998,tries,male
1999,tells,male
1999,starts,male
1999,lives,male
1999,runs,male
1999,kicks,male
1999,goes,male
1999,reunite,male
1999,meets,male
1999,tries,male
1999,confronts,male
1999,forces,male
1999,escapes,male
1999,meets,male
1999,owns,male
1999,asks,male
2000,gets,male
2000,marries,male
2000,goes,male
2000,accompanies,male
2015,picks,male
2000,overpowers,male
2000,wants,male
2000,swears,male
2015,comes,male
2001,sees,male
2001,sends,male
2001,impresses,male
2015,plays,male
2015,lives,male
2001,asks,male
2015,fixes,male
2015,asks,male
2015,defeats,male
2015,decides,male
2015,arrives,male
2015,knows,male
2015,decides,male
2001,shuns,male
2001,arranges,male
2001,asks,male
2001,finds,male
2001,divorces,male
2002,senses,male
2002,confesses,male
2002,marries,male
2002,takes,male
2002,tells,male
2002,beats,male
2002,finds,male
2002,reveals,male
2002,rejects,male
2002,disagrees,male
2002,thinks,male
2002,saves,male
2002,sets,male
2002,realizes,male
2002,manages,male
2002,comes,male
2002,finds,male
2002,falls,male
2002,begs,male
2002,engages,male
2002,puts,male
2002,risks,male
2002,reveals,male
2003,arrives,male
2003,arrives,male
2003,asks,male
2003,refuses,male
2003,asks,male
2003,arrives,male
2003,mock,male
2003,takes,male
2003,announces,male
2003,finds,male
2003,informs,male
2003,escapes,male
2003,comes,male
2003,belongs,male
2003,meets,male
2003,goes,male
2003,calls,male
2004,introduces,male
2004,launches,male
2004,gets,male
2004,helps,male
2004,decides,male
2004,helps,male
2004,finds,male
2004,tells,male
2004,kicks,male
2004,uncles,male
2004,finds,male
2004,accepts,male
2004,leaves,male
2004,gets,male
2004,dies,male
2004,starts,male
2005,enters,male
2005,teaches,male
2005,disapproves,male
2005,sustains,male
2005,enlists,male
2005,narrates,male
2005,gives,male
2005,convinces,male
2005,hires,male
2005,dies,male
2005,tries,male
2005,finds,male
2005,recruit,male
2005,manages,male
2005,promises,male
2005,meets,male
2005,runs,male
2005,tries,male
2005,marries,male
2005,falls,male
2005,falls,male
2005,convinces,male
2006,chases,male
2006,tells,male
2006,comes,male
2006,takes,male
2006,dislikes,male
2006,advises,male
2006,discovers,male
2006,resigns,male
2006,declares,male
2006,owns,male
2006,owns,male
2006,calls,male
2006,comes,male
2006,hires,male
2006,faint,male
2006,hears,male
2006,begs,male
2006,manipulates,male
2007,agrees,male
2007,approves,male
2007,tracks,male
2007,meets,male
2007,calls,male
2007,tells,male
2007,decides,male
2007,tells,male
2007,regrets,male
2007,shows,male
2007,visits,male
2007,falls,male
2007,gives,male
2007,kidnaps,male
2007,rescues,male
2007,asks,male
2007,delights,male
2007,wants,male
2007,comes,male
2007,crosses,male
2008,comes,male
2008,follows,male
2008,divorces,male
2008,makes,male
1971,gets,male
1971,moves,male
1971,comes,male
